String,Type,label,aug
COLLEGIATE,Not Dark Pattern,0,0
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",Not Dark Pattern,0,0
Material: Made with recycled fabric,Not Dark Pattern,0,1
Sign In With Us,Not Dark Pattern,0,1
Less than 6 items left,Scarcity,1,0
Blankets Throws,Not Dark Pattern,0,0
Sign up to our mailing list here and be the first to know about exclusive offers and events,Not Dark Pattern,0,0
1 in stock,Scarcity,1,0
5 Viewing This Product,Social Proof,1,0
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Social Proof,1,0
Women's Acid Wash Scoopneck Sweater,Not Dark Pattern,0,0
View your order history,Not Dark Pattern,0,0
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof,1,0
"No thanks, I'll be the last to know.",Misdirection,1,0
Hurry! Only 6 left in stock,Scarcity,1,0
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Social Proof,1,0
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Buy 2 Suit Packages for $1100*",Misdirection,1,1
Rare Book Conditions ,Not Dark Pattern,0,0
🔥 2 people are looking right now,Social Proof,1,0
"Jumpers, Shirts & Accessories",Not Dark Pattern,0,1
"6,743 people have viewed recently",Social Proof,1,0
Please add products to see your site in action,Not Dark Pattern,0,0
"YOU DON'T LIKE FREE GIFTS, NO THANKS",Misdirection,1,1
MORE WAYS TO SHOP,Not Dark Pattern,0,0
Made in Spain purchased,Social Proof,1,1
"No, thanks. I don't like great deals.",Misdirection,1,0
Almost gone! Only 3 left In Stock,Scarcity,1,0
 Buy Tablets ,Not Dark Pattern,0,0
Only 3 left in stock!,Scarcity,1,0
BSA FAC Air Force,Not Dark Pattern,0,1
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Social Proof,1,0
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,Scarcity,1,0
Free Shipping On Orders Over $49* - Limited Time Only,Urgency,1,0
Only 1.75 yards left in stock!,Scarcity,1,0
Build your own powerful multi-vendor marketplace website,Not Dark Pattern,0,0
No wonder I like paying full price,Misdirection,1,1
Fast Mover: 35 PEOPLE added this to Facebook today!,Social Proof,1,1
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,1,0
"No Thanks, Please Prefer Paying Full Price",Misdirection,1,1
only 7 pieces left,Scarcity,1,0
If I emailed you how much I love each jersey you’d have an essay coming your way!,Not Dark Pattern,0,0
ONLY 7 LEFT!,Scarcity,1,0
Only 3 left.,Scarcity,1,0
Save $148.98AUD – 49% Off,Misdirection,1,0
Wyse Thin Client,Not Dark Pattern,0,0
"Crystals are alive. Born on Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",Not Dark Pattern,0,1
2 left in stock,Scarcity,1,0
"Email us ASAP (like seriously) at getflat@flattummyco.com and we 'll do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.",Not Dark Pattern,0,1
00Days17Hours12Mins13Secs,Urgency,1,0
"NO, WILL RATHER PAY FULL PRICE",Misdirection,1,1
No thanks I definitely measured correctly,Misdirection,1,0
Toddler Boy Underwear and Undershirts,Not Dark Pattern,0,0
Only 2 stock available,Scarcity,1,0
"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",Urgency,1,0
Hair Bundles With Closure,Not Dark Pattern,0,0
 Resend One time Pin ,Not Dark Pattern,0,0
A-Z Luxury Brands,Not Dark Pattern,0,0
72 Viewing This Product,Social Proof,1,0
ON SALE: Select Seasonal T-Shirts only for Limited time only! Save Now!,Urgency,1,1
72% offers claimed. Hurry up!,Scarcity,1,0
"Package RecyclingWe do try when possible to reuse packaging from our own suppliers in order to send purchased items to our customers, we ask if the packaging is still in good condition after you've received your goods then please try to use it again or recycle if not possible.",Not Dark Pattern,0,0
"No thanks, I don't like to save",Misdirection,1,0
DON'T LET 'EM GET AWAY Several people have recently viewed this video,Social Proof,1,1
Hair Grooming Appliances,Not Dark Pattern,0,0
Ducted Vacuum Cleaners,Not Dark Pattern,0,0
 Price Low To High ,Not Dark Pattern,0,0
 Frame out of stock in this colour,Not Dark Pattern,0,0
 Short Sleeve Dresses ,Not Dark Pattern,0,0
Long and Tall,Not Dark Pattern,0,0
"Someone in Madrid, Spain just bought",Social Proof,1,0
More Curly Wigs,Not Dark Pattern,0,1
Only 4 Left!,Scarcity,1,0
"128 sold today! Hurry, only a few left!",Scarcity,1,0
Would rather not save,Misdirection,1,1
Only 1 left in Stock,Scarcity,1,0
"Yes, I Want To Make Money!No Thanks",Misdirection,1,1
 Don't leave without taking discount ,Not Dark Pattern,0,0
Only 1 left!,Scarcity,1,0
"Limited time only: FREE SHIPPING on all orders, no minimum required!",Urgency,1,0
Hurry! Only 7 left in stock.,Scarcity,1,0
Reloading & Ammunition,Not Dark Pattern,0,0
Most Famous Jeans,Not Dark Pattern,0,1
Hurry up! 22 people other than you have this product in their cart,Social Proof,1,0
CUSTOMER SERVICE,Not Dark Pattern,0,0
Write a review,Not Dark Pattern,0,0
39 recently purchased it,Social Proof,1,0
 Redeem Gift Certificates ,Not Dark Pattern,0,0
Only 4 left,Scarcity,1,0
Black Jewelry Collection,Not Dark Pattern,0,1
"No thanks, you will pay full price.",Misdirection,1,1
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Urgency,1,0
Latest looks from the Klass Shop now,Not Dark Pattern,0,1
ONLY 1 LEFT,Scarcity,1,0
Americas,Not Dark Pattern,0,0
"no thanks, I hate fun & evil",Misdirection,1,1
ONLY 3 LEFT! GET IT NOW!,Scarcity,1,0
ONLY 4 LEFT IN STOCK,Scarcity,1,0
Send as giftexpand_more,Not Dark Pattern,0,0
 Please click ,Not Dark Pattern,0,0
Download All Vape Kits,Not Dark Pattern,0,1
"Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.",Not Dark Pattern,0,0
 New In,Not Dark Pattern,0,0
Send Us New Jersey,Not Dark Pattern,0,1
Bath Mitts & Bath Brushes,Not Dark Pattern,0,1
 Maker Faire News ,Not Dark Pattern,0,0
Gold Collection Edit,Not Dark Pattern,0,1
only 5 left in stock,Scarcity,1,0
 Searching...,Not Dark Pattern,0,0
Your order is reserved for 09:35 PM,Urgency,1,1
Hurry up! Sales Ends in DAYS HRS PER SECS by Beeketing,Urgency,1,1
Best Men's Styles,Not Dark Pattern,0,1
Sale By Thread,Not Dark Pattern,0,1
PopGrip Antimicrobial Refine able Product Type: PopGrip Antimicrobial,Not Dark Pattern,0,1
218 people have added this item to cart,Social Proof,1,0
EDC-V Megalodon Bottle Opener ated Brass (Exclusive),Not Dark Pattern,0,1
227 Bought Already,Social Proof,1,0
Follow UsNews & Articles,Not Dark Pattern,0,1
Items in your cart are in high demand. But we have reserved your order.,Scarcity,1,0
adidas Originals Stan idas,Not Dark Pattern,0,1
No wonder I don't want to look my best,Misdirection,1,1
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and exclusive stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1,1
"Hurry, only 1 left!",Scarcity,1,0
Arthritis Aids,Not Dark Pattern,0,0
 Brushes ,Not Dark Pattern,0,0
-90% discount if you order within minutes,Urgency,1,1
Fish & Chinos,Not Dark Pattern,0,1
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,Urgency,1,0
Hurry Foods Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,Urgency,1,1
LIMITED NEWS DEAL!,Urgency,1,1
70% offers claimed. Hurry up!,Scarcity,1,0
Currently less than 10 available,Scarcity,1,0
Choose your payment day. View your options and select pay now.,Not Dark Pattern,0,1
4 days 05:46:20,Urgency,1,0
 Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information ,Not Dark Pattern,0,0
About UsNews & Articles,Not Dark Pattern,0,0
Only 6 left,Scarcity,1,0
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Before The Timer Hits Zero!,Urgency,1,1
Many thanks. I'd prefer not to save.,Misdirection,1,1
0:44:56,Urgency,1,0
Only few items left in stock,Scarcity,1,0
74% offers claimed. Hurry up!,Scarcity,1,0
 Watercolour Brushes Toggle category Watercolour Brushes ,Not Dark Pattern,0,0
Other CollectiblesPhotos,Not Dark Pattern,0,0
CPUs & Processors,Not Dark Pattern,0,0
"Now 30% off your hurry, limited time offer!",Urgency,1,1
Almost Famous Jeans,Not Dark Pattern,0,0
Searching... Related,Not Dark Pattern,0,1
"NO THANKS, I'D RATHER PAY FULL PRICE",Misdirection,1,0
7 left in stock,Scarcity,1,0
iPhones,Not Dark Pattern,0,0
 REPLACE-WITH-DYANMIC-HOST-ID,Not Dark Pattern,0,0
 Data Processor Privacy Policy: https://videoly.co/privacy-policy ,Not Dark Pattern,0,0
"No thanks, I don't want the free gift.",Misdirection,1,0
Brand: NFL Pro Line by Fanatics Branded,Not Dark Pattern,0,0
"Gorgeous, lasting high-quality hair color—crafted in Italy.",Not Dark Pattern,0,0
"No thanks, I’d rather pay full price.",Misdirection,1,0
No wonder I hate cool stuff,Misdirection,1,1
 Paul Henry ,Not Dark Pattern,0,0
(LIMITED TIME OFFER) TORSION OF HOLSTER SUPER COMBO,Urgency,1,1
Watercolour Brushes Toggle category Watercolour Brush,Not Dark Pattern,0,1
YOUR PAGE IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Urgency,1,1
 Products ,Not Dark Pattern,0,0
SHOP TRIATHLON HERE,Not Dark Pattern,0,1
Story ends in,Urgency,1,1
10 Left in stock,Scarcity,1,0
02:06:40 left to report,Urgency,1,1
65% of our customers added Surefit protection this year.,Social Proof,1,0
Combination,Not Dark Pattern,0,0
Only 1 item left!,Scarcity,1,0
SLEEP EVENT OFFERS - LIMITED TIME ONLY,Urgency,1,0
take me back to shopping,Not Dark Pattern,0,0
"No thanks, I don't want discount",Misdirection,1,0
Black Jewelry,Not Dark Pattern,0,0
"LOW IN STOCK, only 2 left",Scarcity,1,0
JFN V Neck Lace Cut-Out Basic T-Shirt/Tee,Not Dark Pattern,0,0
Get it fast! 14 added to bag today,Social Proof,1,0
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",Social Proof,1,0
I already have this ! Do not add this to cart,Misdirection,1,1
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,1,0
3 items left,Scarcity,1,0
Know exactly what’s going on at home and be alerted of emergencies in real time. ,Not Dark Pattern,0,0
"Boy from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Social Proof,1,1
Synthesis XCT Alloy Front Wheel,Not Dark Pattern,0,0
Only 1 left.,Scarcity,1,0
Pay With:,Not Dark Pattern,0,0
Your seat is reserved for 09:14 minutes!,Urgency,1,1
Cat's Eye Edit,Not Dark Pattern,0,1
Optics and Mounts,Not Dark Pattern,0,0
"Email us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please read your details carefully.",Not Dark Pattern,0,1
Spring Sale Details,Urgency,1,1
"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",Social Proof,1,0
Discontinued Item,Not Dark Pattern,0,0
JFN V Neck Lace & Basic T-Shirt/Tee,Not Dark Pattern,0,1
Your order is reserved for 19:57 minutes.,Urgency,1,0
Your shopping bag is empty...,Not Dark Pattern,0,0
7 people have it in their cart,Social Proof,1,0
Other Promotions Edit,Not Dark Pattern,0,1
About Bob's,Not Dark Pattern,0,0
Become an Affiliate,Not Dark Pattern,0,0
This is in 5 other carts.,Social Proof,1,0
 Coloured Pencils ,Not Dark Pattern,0,0
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Social Proof,1,0
HHR remotes,Not Dark Pattern,0,0
 Clinical Studies ,Not Dark Pattern,0,0
from France,Not Dark Pattern,0,0
Brand ,Not Dark Pattern,0,0
Cart will expire in 30 minutes!,Urgency,1,1
MORE PEOPLE VIEWING,Social Proof,1,1
View All Homeware,Not Dark Pattern,0,0
Travel Accessories Guide,Not Dark Pattern,0,1
 Tires,Not Dark Pattern,0,0
" Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. ",Not Dark Pattern,0,0
Stacey in Saint Louis United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago,Social Proof,1,1
 family ,Not Dark Pattern,0,0
89% offers claimed. Hurry up!,Scarcity,1,0
or,Not Dark Pattern,0,0
Easy Release Cleat Kit,Not Dark Pattern,0,0
All Clothing Reserved,Not Dark Pattern,0,1
40% OFF OR ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80,Urgency,1,1
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,Urgency,1,0
 ॐ Welcome to Devshoppe Sign In or Create an Account ,Not Dark Pattern,0,0
We are currently accepting additional processing orders from following:,Not Dark Pattern,0,1
› Sub Ohm Juice,Not Dark Pattern,0,0
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing,Urgency,1,0
Need a Hand?,Not Dark Pattern,0,0
I really like discounts,Misdirection,1,1
Grocery & Gifts,Not Dark Pattern,0,1
Hurry! Only Limited Items Left,Scarcity,1,0
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof,1,0
 Butterscotch Cakes ,Not Dark Pattern,0,0
Lifestyle / Music,Not Dark Pattern,0,0
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,Urgency,1,0
PopTop Refine by Product Owner PopTop,Not Dark Pattern,0,1
People can buy this with,Misdirection,1,1
Healthy Diet Recipes,Not Dark Pattern,0,1
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",Social Proof,1,0
Plant-Based Beauty Products,Not Dark Pattern,0,1
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),Misdirection,1,0
Flash Sale ends in SHOP NOW,Urgency,1,0
"No Thanks, I Don't Want a Free Gift",Misdirection,1,0
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Social Proof,1,0
Mixing & Measuring,Not Dark Pattern,0,0
2 customers recently bought it,Social Proof,1,0
Real time 30 Visitor visits now,Social Proof,1,1
Give a Gift,Not Dark Pattern,0,0
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,1,0
Old Gable Sheds,Not Dark Pattern,0,1
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Social Proof,1,0
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Misdirection,1,0
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Social Proof,1,0
Anniversary Gifts by Year,Not Dark Pattern,0,0
satisfy those cravings,Not Dark Pattern,0,1
"NO, I'D RATHER PAY FULL PRICE",Misdirection,1,0
"touching, funny , romantic",Not Dark Pattern,0,1
Limited stock!,Scarcity,1,0
Flat Top,Not Dark Pattern,0,0
"No thanks, I don’t like fun and …",Misdirection,1,1
Hurry! Sale ends !,Urgency,1,1
"NO THANKS, I DON'T LIKE FREE !!!",Misdirection,1,1
Used Rifles,Not Dark Pattern,0,0
Only 20 left,Scarcity,1,0
 View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only ,Not Dark Pattern,0,0
00:15:07:45 GMT,Urgency,1,1
1 other customers have this item in their shopping cart,Social Proof,1,0
25% OFF SELECTED JACKETS Limited Time,Urgency,1,0
WAX Jeans,Not Dark Pattern,0,0
We guarantee to match a lower online price.,Not Dark Pattern,0,0
I already have this item. Do not add this to cart,Misdirection,1,0
Imported,Not Dark Pattern,0,0
127 People viewed this product this week,Social Proof,1,0
Shop the Look,Not Dark Pattern,0,0
Women's Go-Tos,Not Dark Pattern,0,0
Hair Color + Texture,Not Dark Pattern,0,1
"Joe M from , Bought a Custom Caterpillar Rigged 3D Model Recently",Social Proof,1,1
Vacation One Shoulder Loosen Long Sleeve Woven Dress,Not Dark Pattern,0,0
View all photos,Not Dark Pattern,0,1
3Days01:49:51 Left,Urgency,1,0
"No thanks, I’d rather not win.",Misdirection,1,0
New Nike Stylish Belt Watch - Women,Not Dark Pattern,0,1
Someone named Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Social Proof,1,1
User interface customization persistent cookies are used to store a user’s preference regarding a service. Please note that these cookies are exempt from consent.,Not Dark Pattern,0,0
Clearance! Only 4 left in stock.,Scarcity,1,0
You've made the starting lineup. Be on the look out for an exclusive offer for signing up.,Not Dark Pattern,0,0
"No thanks, I don't like winning",Misdirection,1,0
"No thanks, I don't want the Christmas gift.",Misdirection,1,1
11 people viewed this today!,Social Proof,1,0
Q: Will it damage my hair?,Not Dark Pattern,0,1
 Take time to pay.,Not Dark Pattern,0,0
Used Rifles Used,Not Dark Pattern,0,1
 Salt Bender Tank and Shorts Combo ,Not Dark Pattern,0,0
"19,302 people have added this item to cart",Social Proof,1,0
Only 1 left in online stock,Scarcity,1,0
How about one of these eBay sellers?,Misdirection,1,1
This link will open in a new window,Not Dark Pattern,0,0
B-Series Truck remotes,Not Dark Pattern,0,0
Functional Cookies Edit,Not Dark Pattern,0,1
The best!,Not Dark Pattern,0,0
No I'd rather not hear these exclusive offers and discounts.,Misdirection,1,1
